experiment_id,experiment_name,run_id,profile,source_artifact,variant,baseline,condition,world_count,route_length,cue_count,corruption_rate,budget_ratio,metric,mean,std,sem,ci_low,ci_high,effect_size,comparison,panel,caveat,manuscript_claim_id
Exp12,capacity_generalization,exp12,full,experiments/experiment12_capacity_generalization/analysis/exp12/capacity_final_summary.csv,exp12_full_context_separated_memory,,clean supplied context,4,4,,,,composition_accuracy,1.0,0.0,0.0,1.0,1.0,,,,Ceiling-limited clean supplied-context scaling; no fitted capacity law is claimed.,C5
Exp12,capacity_generalization,exp12,full,experiments/experiment12_capacity_generalization/analysis/exp12/capacity_final_summary.csv,exp12_full_context_separated_memory,,clean supplied context,4,4,,,,route_table_accuracy,1.0,0.0,0.0,1.0,1.0,,,,Ceiling-limited clean supplied-context scaling; no fitted capacity law is claimed.,C5
Exp12,capacity_generalization,exp12,full,experiments/experiment12_capacity_generalization/analysis/exp12/capacity_final_summary.csv,exp12_full_context_separated_memory,,clean supplied context,4,8,,,,composition_accuracy,1.0,0.0,0.0,1.0,1.0,,,,Ceiling-limited clean supplied-context scaling; no fitted capacity law is claimed.,C5
Exp12,capacity_generalization,exp12,full,experiments/experiment12_capacity_generalization/analysis/exp12/capacity_final_summary.csv,exp12_full_context_separated_memory,,clean supplied context,4,8,,,,route_table_accuracy,1.0,0.0,0.0,1.0,1.0,,,,Ceiling-limited clean supplied-context scaling; no fitted capacity law is claimed.,C5
Exp12,capacity_generalization,exp12,full,experiments/experiment12_capacity_generalization/analysis/exp12/capacity_final_summary.csv,exp12_full_context_separated_memory,,clean supplied context,4,12,,,,composition_accuracy,1.0,0.0,0.0,1.0,1.0,,,,Ceiling-limited clean supplied-context scaling; no fitted capacity law is claimed.,C5
Exp12,capacity_generalization,exp12,full,experiments/experiment12_capacity_generalization/analysis/exp12/capacity_final_summary.csv,exp12_full_context_separated_memory,,clean supplied context,4,12,,,,route_table_accuracy,1.0,0.0,0.0,1.0,1.0,,,,Ceiling-limited clean supplied-context scaling; no fitted capacity law is claimed.,C5
Exp12,capacity_generalization,exp12,full,experiments/experiment12_capacity_generalization/analysis/exp12/capacity_final_summary.csv,exp12_full_context_separated_memory,,clean supplied context,8,1,,,,composition_accuracy,1.0,0.0,0.0,1.0,1.0,,,,Ceiling-limited clean supplied-context scaling; no fitted capacity law is claimed.,C5
Exp12,capacity_generalization,exp12,full,experiments/experiment12_capacity_generalization/analysis/exp12/capacity_final_summary.csv,exp12_full_context_separated_memory,,clean supplied context,8,1,,,,route_table_accuracy,1.0,0.0,0.0,1.0,1.0,,,,Ceiling-limited clean supplied-context scaling; no fitted capacity law is claimed.,C5
Exp12,capacity_generalization,exp12,full,experiments/experiment12_capacity_generalization/analysis/exp12/capacity_final_summary.csv,exp12_full_context_separated_memory,,clean supplied context,8,2,,,,composition_accuracy,1.0,0.0,0.0,1.0,1.0,,,,Ceiling-limited clean supplied-context scaling; no fitted capacity law is claimed.,C5
Exp12,capacity_generalization,exp12,full,experiments/experiment12_capacity_generalization/analysis/exp12/capacity_final_summary.csv,exp12_full_context_separated_memory,,clean supplied context,8,2,,,,route_table_accuracy,1.0,0.0,0.0,1.0,1.0,,,,Ceiling-limited clean supplied-context scaling; no fitted capacity law is claimed.,C5
Exp12,capacity_generalization,exp12,full,experiments/experiment12_capacity_generalization/analysis/exp12/capacity_final_summary.csv,exp12_full_context_separated_memory,,clean supplied context,8,4,,,,composition_accuracy,1.0,0.0,0.0,1.0,1.0,,,,Ceiling-limited clean supplied-context scaling; no fitted capacity law is claimed.,C5
Exp12,capacity_generalization,exp12,full,experiments/experiment12_capacity_generalization/analysis/exp12/capacity_final_summary.csv,exp12_full_context_separated_memory,,clean supplied context,8,4,,,,route_table_accuracy,1.0,0.0,0.0,1.0,1.0,,,,Ceiling-limited clean supplied-context scaling; no fitted capacity law is claimed.,C5
Exp12,capacity_generalization,exp12,full,experiments/experiment12_capacity_generalization/analysis/exp12/capacity_final_summary.csv,exp12_full_context_separated_memory,,clean supplied context,8,8,,,,composition_accuracy,1.0,0.0,0.0,1.0,1.0,,,,Ceiling-limited clean supplied-context scaling; no fitted capacity law is claimed.,C5
Exp12,capacity_generalization,exp12,full,experiments/experiment12_capacity_generalization/analysis/exp12/capacity_final_summary.csv,exp12_full_context_separated_memory,,clean supplied context,8,8,,,,route_table_accuracy,1.0,0.0,0.0,1.0,1.0,,,,Ceiling-limited clean supplied-context scaling; no fitted capacity law is claimed.,C5
Exp12,capacity_generalization,exp12,full,experiments/experiment12_capacity_generalization/analysis/exp12/capacity_final_summary.csv,exp12_full_context_separated_memory,,clean supplied context,8,12,,,,composition_accuracy,1.0,0.0,0.0,1.0,1.0,,,,Ceiling-limited clean supplied-context scaling; no fitted capacity law is claimed.,C5
Exp12,capacity_generalization,exp12,full,experiments/experiment12_capacity_generalization/analysis/exp12/capacity_final_summary.csv,exp12_full_context_separated_memory,,clean supplied context,8,12,,,,route_table_accuracy,1.0,0.0,0.0,1.0,1.0,,,,Ceiling-limited clean supplied-context scaling; no fitted capacity law is claimed.,C5
Exp12,capacity_generalization,exp12,full,experiments/experiment12_capacity_generalization/analysis/exp12/capacity_final_summary.csv,exp12_full_context_separated_memory,,clean supplied context,16,1,,,,composition_accuracy,1.0,0.0,0.0,1.0,1.0,,,,Ceiling-limited clean supplied-context scaling; no fitted capacity law is claimed.,C5
Exp12,capacity_generalization,exp12,full,experiments/experiment12_capacity_generalization/analysis/exp12/capacity_final_summary.csv,exp12_full_context_separated_memory,,clean supplied context,16,1,,,,route_table_accuracy,1.0,0.0,0.0,1.0,1.0,,,,Ceiling-limited clean supplied-context scaling; no fitted capacity law is claimed.,C5
Exp12,capacity_generalization,exp12,full,experiments/experiment12_capacity_generalization/analysis/exp12/capacity_final_summary.csv,exp12_full_context_separated_memory,,clean supplied context,16,2,,,,composition_accuracy,1.0,0.0,0.0,1.0,1.0,,,,Ceiling-limited clean supplied-context scaling; no fitted capacity law is claimed.,C5
Exp12,capacity_generalization,exp12,full,experiments/experiment12_capacity_generalization/analysis/exp12/capacity_final_summary.csv,exp12_full_context_separated_memory,,clean supplied context,16,2,,,,route_table_accuracy,1.0,0.0,0.0,1.0,1.0,,,,Ceiling-limited clean supplied-context scaling; no fitted capacity law is claimed.,C5
Exp12,capacity_generalization,exp12,full,experiments/experiment12_capacity_generalization/analysis/exp12/capacity_final_summary.csv,exp12_full_context_separated_memory,,clean supplied context,16,4,,,,composition_accuracy,1.0,0.0,0.0,1.0,1.0,,,,Ceiling-limited clean supplied-context scaling; no fitted capacity law is claimed.,C5
Exp12,capacity_generalization,exp12,full,experiments/experiment12_capacity_generalization/analysis/exp12/capacity_final_summary.csv,exp12_full_context_separated_memory,,clean supplied context,16,4,,,,route_table_accuracy,1.0,0.0,0.0,1.0,1.0,,,,Ceiling-limited clean supplied-context scaling; no fitted capacity law is claimed.,C5
Exp12,capacity_generalization,exp12,full,experiments/experiment12_capacity_generalization/analysis/exp12/capacity_final_summary.csv,exp12_full_context_separated_memory,,clean supplied context,16,8,,,,composition_accuracy,1.0,0.0,0.0,1.0,1.0,,,,Ceiling-limited clean supplied-context scaling; no fitted capacity law is claimed.,C5
Exp12,capacity_generalization,exp12,full,experiments/experiment12_capacity_generalization/analysis/exp12/capacity_final_summary.csv,exp12_full_context_separated_memory,,clean supplied context,16,8,,,,route_table_accuracy,1.0,0.0,0.0,1.0,1.0,,,,Ceiling-limited clean supplied-context scaling; no fitted capacity law is claimed.,C5
Exp12,capacity_generalization,exp12,full,experiments/experiment12_capacity_generalization/analysis/exp12/capacity_final_summary.csv,exp12_full_context_separated_memory,,clean supplied context,16,12,,,,composition_accuracy,1.0,0.0,0.0,1.0,1.0,,,,Ceiling-limited clean supplied-context scaling; no fitted capacity law is claimed.,C5
Exp12,capacity_generalization,exp12,full,experiments/experiment12_capacity_generalization/analysis/exp12/capacity_final_summary.csv,exp12_full_context_separated_memory,,clean supplied context,16,12,,,,route_table_accuracy,1.0,0.0,0.0,1.0,1.0,,,,Ceiling-limited clean supplied-context scaling; no fitted capacity law is claimed.,C5
Exp12,capacity_generalization,exp12,full,experiments/experiment12_capacity_generalization/analysis/exp12/capacity_final_summary.csv,exp12_full_context_separated_memory,,clean supplied context,32,1,,,,composition_accuracy,1.0,0.0,0.0,1.0,1.0,,,,Ceiling-limited clean supplied-context scaling; no fitted capacity law is claimed.,C5
Exp12,capacity_generalization,exp12,full,experiments/experiment12_capacity_generalization/analysis/exp12/capacity_final_summary.csv,exp12_full_context_separated_memory,,clean supplied context,32,1,,,,route_table_accuracy,1.0,0.0,0.0,1.0,1.0,,,,Ceiling-limited clean supplied-context scaling; no fitted capacity law is claimed.,C5
Exp12,capacity_generalization,exp12,full,experiments/experiment12_capacity_generalization/analysis/exp12/capacity_final_summary.csv,exp12_full_context_separated_memory,,clean supplied context,32,2,,,,composition_accuracy,1.0,0.0,0.0,1.0,1.0,,,,Ceiling-limited clean supplied-context scaling; no fitted capacity law is claimed.,C5
Exp12,capacity_generalization,exp12,full,experiments/experiment12_capacity_generalization/analysis/exp12/capacity_final_summary.csv,exp12_full_context_separated_memory,,clean supplied context,32,2,,,,route_table_accuracy,1.0,0.0,0.0,1.0,1.0,,,,Ceiling-limited clean supplied-context scaling; no fitted capacity law is claimed.,C5
Exp12,capacity_generalization,exp12,full,experiments/experiment12_capacity_generalization/analysis/exp12/capacity_final_summary.csv,exp12_full_context_separated_memory,,clean supplied context,32,4,,,,composition_accuracy,1.0,0.0,0.0,1.0,1.0,,,,Ceiling-limited clean supplied-context scaling; no fitted capacity law is claimed.,C5
Exp12,capacity_generalization,exp12,full,experiments/experiment12_capacity_generalization/analysis/exp12/capacity_final_summary.csv,exp12_full_context_separated_memory,,clean supplied context,32,4,,,,route_table_accuracy,1.0,0.0,0.0,1.0,1.0,,,,Ceiling-limited clean supplied-context scaling; no fitted capacity law is claimed.,C5
Exp12,capacity_generalization,exp12,full,experiments/experiment12_capacity_generalization/analysis/exp12/capacity_final_summary.csv,exp12_full_context_separated_memory,,clean supplied context,32,8,,,,composition_accuracy,1.0,0.0,0.0,1.0,1.0,,,,Ceiling-limited clean supplied-context scaling; no fitted capacity law is claimed.,C5
Exp12,capacity_generalization,exp12,full,experiments/experiment12_capacity_generalization/analysis/exp12/capacity_final_summary.csv,exp12_full_context_separated_memory,,clean supplied context,32,8,,,,route_table_accuracy,1.0,0.0,0.0,1.0,1.0,,,,Ceiling-limited clean supplied-context scaling; no fitted capacity law is claimed.,C5
Exp12,capacity_generalization,exp12,full,experiments/experiment12_capacity_generalization/analysis/exp12/capacity_final_summary.csv,exp12_full_context_separated_memory,,clean supplied context,32,12,,,,composition_accuracy,1.0,0.0,0.0,1.0,1.0,,,,Ceiling-limited clean supplied-context scaling; no fitted capacity law is claimed.,C5
Exp12,capacity_generalization,exp12,full,experiments/experiment12_capacity_generalization/analysis/exp12/capacity_final_summary.csv,exp12_full_context_separated_memory,,clean supplied context,32,12,,,,route_table_accuracy,1.0,0.0,0.0,1.0,1.0,,,,Ceiling-limited clean supplied-context scaling; no fitted capacity law is claimed.,C5
