experiment_id,experiment_title_inferred,experiment_dir,artifact_path,artifact_type,file_extension,file_size_bytes,modified_time,likely_role,manuscript_relevance,notes
exp2,Plastic Graph MNIST Persistence,experiments/experiment2,experiments/experiment2/plastic_graph_mnist/config.py,code,.py,1542,,code,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp2,Plastic Graph MNIST Persistence,experiments/experiment2,experiments/experiment2/plastic_graph_mnist/data.py,code,.py,2146,,code,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp2,Plastic Graph MNIST Persistence,experiments/experiment2,experiments/experiment2/plastic_graph_mnist/logging_utils.py,code,.py,301,,code,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp2,Plastic Graph MNIST Persistence,experiments/experiment2,experiments/experiment2/plastic_graph_mnist/modulators.py,code,.py,1770,,code,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp2,Plastic Graph MNIST Persistence,experiments/experiment2,experiments/experiment2/plastic_graph_mnist/plastic_graph.py,code,.py,9876,,code,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp2,Plastic Graph MNIST Persistence,experiments/experiment2,experiments/experiment2/plastic_graph_mnist/storage.py,code,.py,6081,,code,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp2,Plastic Graph MNIST Persistence,experiments/experiment2,experiments/experiment2/plastic_graph_mnist/trainer.py,code,.py,5633,,code,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp2,Plastic Graph MNIST Persistence,experiments/experiment2,experiments/experiment2/README.md,README,.md,2627,,README,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp2,Plastic Graph MNIST Persistence,experiments/experiment2,experiments/experiment2/requirements.txt,requirements/dependency manifest,.txt,73,,requirements/dependency manifest,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp2,Plastic Graph MNIST Persistence,experiments/experiment2,experiments/experiment2/run_mnist_experiment.py,code,.py,2874,,code,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp2,Plastic Graph MNIST Persistence,experiments/experiment2,experiments/experiment2/runs/plastic_graph_mnist.sqlite3,SQLite database,.sqlite3,11345920,,SQLite database,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp2,Plastic Graph MNIST Persistence,experiments/experiment2,experiments/experiment2/start.ps1,launcher script,.ps1,685,,launcher script,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp2,Plastic Graph MNIST Persistence,experiments/experiment2,experiments/experiment2/start.sh,launcher script,.sh,345,,launcher script,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp3,Recurrent MNIST Variants,experiments/experiment3,experiments/experiment3/analysis/suite/suite_best_accuracy.png,plot,.png,68252,,plot,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp3,Recurrent MNIST Variants,experiments/experiment3,experiments/experiment3/analysis/suite/suite_comparison.csv,summary CSV,.csv,1892,,summary CSV,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp3,Recurrent MNIST Variants,experiments/experiment3,experiments/experiment3/analysis/suite/suite_report.md,generated report,.md,3192,,generated report,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp3,Recurrent MNIST Variants,experiments/experiment3,experiments/experiment3/analyze_experiment_suite.py,code,.py,9575,,code,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp3,Recurrent MNIST Variants,experiments/experiment3,experiments/experiment3/analyze_results.py,code,.py,17659,,code,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp3,Recurrent MNIST Variants,experiments/experiment3,experiments/experiment3/data/MNIST/raw/t10k-images-idx3-ubyte,other artifact,,7840016,,other artifact,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp3,Recurrent MNIST Variants,experiments/experiment3,experiments/experiment3/data/MNIST/raw/t10k-images-idx3-ubyte.gz,other artifact,.gz,1648877,,other artifact,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp3,Recurrent MNIST Variants,experiments/experiment3,experiments/experiment3/data/MNIST/raw/t10k-labels-idx1-ubyte,other artifact,,10008,,other artifact,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp3,Recurrent MNIST Variants,experiments/experiment3,experiments/experiment3/data/MNIST/raw/t10k-labels-idx1-ubyte.gz,other artifact,.gz,4542,,other artifact,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp3,Recurrent MNIST Variants,experiments/experiment3,experiments/experiment3/data/MNIST/raw/train-images-idx3-ubyte,other artifact,,47040016,,other artifact,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp3,Recurrent MNIST Variants,experiments/experiment3,experiments/experiment3/data/MNIST/raw/train-images-idx3-ubyte.gz,other artifact,.gz,9912422,,other artifact,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp3,Recurrent MNIST Variants,experiments/experiment3,experiments/experiment3/data/MNIST/raw/train-labels-idx1-ubyte,other artifact,,60008,,other artifact,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp3,Recurrent MNIST Variants,experiments/experiment3,experiments/experiment3/data/MNIST/raw/train-labels-idx1-ubyte.gz,other artifact,.gz,28881,,other artifact,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp3,Recurrent MNIST Variants,experiments/experiment3,experiments/experiment3/plastic_graph_mnist/__init__.py,code,.py,0,,code,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp3,Recurrent MNIST Variants,experiments/experiment3,experiments/experiment3/plastic_graph_mnist/config.py,code,.py,2022,,code,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp3,Recurrent MNIST Variants,experiments/experiment3,experiments/experiment3/plastic_graph_mnist/data.py,code,.py,2146,,code,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp3,Recurrent MNIST Variants,experiments/experiment3,experiments/experiment3/plastic_graph_mnist/logging_utils.py,code,.py,301,,code,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp3,Recurrent MNIST Variants,experiments/experiment3,experiments/experiment3/plastic_graph_mnist/modulators.py,code,.py,1770,,code,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp3,Recurrent MNIST Variants,experiments/experiment3,experiments/experiment3/plastic_graph_mnist/plastic_graph.py,code,.py,17154,,code,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp3,Recurrent MNIST Variants,experiments/experiment3,experiments/experiment3/plastic_graph_mnist/storage.py,code,.py,6081,,code,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp3,Recurrent MNIST Variants,experiments/experiment3,experiments/experiment3/plastic_graph_mnist/trainer.py,code,.py,6479,,code,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp3,Recurrent MNIST Variants,experiments/experiment3,experiments/experiment3/README.md,README,.md,9084,,README,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp3,Recurrent MNIST Variants,experiments/experiment3,experiments/experiment3/requirements.txt,requirements/dependency manifest,.txt,73,,requirements/dependency manifest,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp3,Recurrent MNIST Variants,experiments/experiment3,experiments/experiment3/run_experiment_suite.py,code,.py,4397,,code,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp3,Recurrent MNIST Variants,experiments/experiment3,experiments/experiment3/run_mnist_experiment.py,code,.py,4229,,code,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp3,Recurrent MNIST Variants,experiments/experiment3,experiments/experiment3/runs/plastic_graph_suite.sqlite3,SQLite database,.sqlite3,134496256,,SQLite database,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp3,Recurrent MNIST Variants,experiments/experiment3,experiments/experiment3/start.ps1,launcher script,.ps1,737,,launcher script,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp3,Recurrent MNIST Variants,experiments/experiment3,experiments/experiment3/start.sh,launcher script,.sh,363,,launcher script,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp4,Successor Traversal Foundation,experiments/experiment4_successor,experiments/experiment4_successor/analysis/exp4/exp4_best_addition_accuracy.png,plot,.png,67943,,plot,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp4,Successor Traversal Foundation,experiments/experiment4_successor,experiments/experiment4_successor/analysis/exp4/exp4_comparison.csv,summary CSV,.csv,1493,,summary CSV,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp4,Successor Traversal Foundation,experiments/experiment4_successor,experiments/experiment4_successor/analysis/exp4/exp4_recurrent_drive.png,plot,.png,72622,,plot,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp4,Successor Traversal Foundation,experiments/experiment4_successor,experiments/experiment4_successor/analysis/exp4/exp4_report.md,generated report,.md,5110,,generated report,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp4,Successor Traversal Foundation,experiments/experiment4_successor,experiments/experiment4_successor/analysis/exp4/exp4_unique_active.png,plot,.png,72065,,plot,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp4,Successor Traversal Foundation,experiments/experiment4_successor,experiments/experiment4_successor/analyze_exp4_suite.py,code,.py,4785,,code,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp4,Successor Traversal Foundation,experiments/experiment4_successor,experiments/experiment4_successor/analyze_experiment_suite.py,code,.py,9575,,code,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp4,Successor Traversal Foundation,experiments/experiment4_successor,experiments/experiment4_successor/analyze_results.py,code,.py,17659,,code,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp4,Successor Traversal Foundation,experiments/experiment4_successor,experiments/experiment4_successor/EXPERIMENT_4_SUCCESSOR_TRAVERSAL.md,design/protocol doc,.md,5761,,design/protocol doc,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp4,Successor Traversal Foundation,experiments/experiment4_successor,experiments/experiment4_successor/plastic_graph_mnist/__init__.py,code,.py,0,,code,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp4,Successor Traversal Foundation,experiments/experiment4_successor,experiments/experiment4_successor/plastic_graph_mnist/config.py,code,.py,2022,,code,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp4,Successor Traversal Foundation,experiments/experiment4_successor,experiments/experiment4_successor/plastic_graph_mnist/data.py,code,.py,2146,,code,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp4,Successor Traversal Foundation,experiments/experiment4_successor,experiments/experiment4_successor/plastic_graph_mnist/logging_utils.py,code,.py,301,,code,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp4,Successor Traversal Foundation,experiments/experiment4_successor,experiments/experiment4_successor/plastic_graph_mnist/modulators.py,code,.py,1770,,code,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp4,Successor Traversal Foundation,experiments/experiment4_successor,experiments/experiment4_successor/plastic_graph_mnist/plastic_graph.py,code,.py,17154,,code,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp4,Successor Traversal Foundation,experiments/experiment4_successor,experiments/experiment4_successor/plastic_graph_mnist/storage.py,code,.py,6081,,code,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp4,Successor Traversal Foundation,experiments/experiment4_successor,experiments/experiment4_successor/plastic_graph_mnist/successor_graph.py,code,.py,9269,,code,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp4,Successor Traversal Foundation,experiments/experiment4_successor,experiments/experiment4_successor/plastic_graph_mnist/successor_task.py,code,.py,2144,,code,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp4,Successor Traversal Foundation,experiments/experiment4_successor,experiments/experiment4_successor/plastic_graph_mnist/successor_trainer.py,code,.py,5321,,code,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp4,Successor Traversal Foundation,experiments/experiment4_successor,experiments/experiment4_successor/plastic_graph_mnist/trainer.py,code,.py,6479,,code,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp4,Successor Traversal Foundation,experiments/experiment4_successor,experiments/experiment4_successor/README.md,README,.md,9447,,README,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp4,Successor Traversal Foundation,experiments/experiment4_successor,experiments/experiment4_successor/requirements.txt,requirements/dependency manifest,.txt,101,,requirements/dependency manifest,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp4,Successor Traversal Foundation,experiments/experiment4_successor,experiments/experiment4_successor/run_exp4_successor_experiment.py,code,.py,3067,,code,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp4,Successor Traversal Foundation,experiments/experiment4_successor,experiments/experiment4_successor/run_exp4_suite.py,code,.py,2307,,code,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp4,Successor Traversal Foundation,experiments/experiment4_successor,experiments/experiment4_successor/run_experiment_suite.py,code,.py,4397,,code,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp4,Successor Traversal Foundation,experiments/experiment4_successor,experiments/experiment4_successor/run_mnist_experiment.py,code,.py,4229,,code,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp4,Successor Traversal Foundation,experiments/experiment4_successor,experiments/experiment4_successor/runs/exp4_successor_suite.sqlite3,SQLite database,.sqlite3,4829184,,SQLite database,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp4,Successor Traversal Foundation,experiments/experiment4_successor,experiments/experiment4_successor/start.ps1,launcher script,.ps1,945,,launcher script,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp4,Successor Traversal Foundation,experiments/experiment4_successor,experiments/experiment4_successor/start.sh,launcher script,.sh,532,,launcher script,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp5,Contextual Successor Precursor,experiments/experiment5_contextual_successor,experiments/experiment5_contextual_successor/analysis/exp5_smoke/exp5_accuracy_by_mode.png,plot,.png,87990,,plot,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp5,Contextual Successor Precursor,experiments/experiment5_contextual_successor,experiments/experiment5_contextual_successor/analysis/exp5_smoke/exp5_accuracy_by_path_length.png,plot,.png,77980,,plot,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp5,Contextual Successor Precursor,experiments/experiment5_contextual_successor,experiments/experiment5_contextual_successor/analysis/exp5_smoke/exp5_adaptation_curve.png,plot,.png,90379,,plot,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
exp5,Contextual Successor Precursor,experiments/experiment5_contextual_successor,experiments/experiment5_contextual_successor/analysis/exp5_smoke/exp5_best_composition_accuracy.png,plot,.png,90113,,plot,low,historical; indexed in P0/P1 cleanup pass excluding Exp13.2. Interpret claims through canonical evidence docs before citing.
